"6","12","18","24","106","112","118","124"
1827,3284,3822,4000,4000,4000,4000,4000
NA,NA,NA,NA,NA,NA,NA,NA
2047,3845,4000,4000,4000,4000,4000,4000
2077,2890,3376,4000,4000,4000,4000,4000
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1745,2521,3694,4000,4000,4000,4000,4000
4000,4000,4000,3943,4000,4000,4000,4000
4000,4000,4000,4000,4000,4000,4000,4000
2549,4000,4000,4000,4000,4000,4000,4000
2926,4000,4000,4000,4000,4000,4000,4000
2969,2572,4000,4000,4000,4000,4000,4000
1968,4000,4000,4000,4000,4000,4000,4000
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1582,2164,4000,4000,4000,4000,4000,4000
