"6","12","18","24","106","112","118","124"
1228.2,1836,1829.3,3102.2,4000,4000,4000,3414.6
NA,NA,NA,NA,NA,NA,NA,NA
957.2,1622.1,1901.8,1812.9,4000,4000,4000,3372
972.4,1464.4,1719.3,2082.3,4000,4000,3562,3835.6
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1021.5,1601,1791.2,2582,4000,3335.2,4000,2583
1234.6,1734.2,2232.1,2228.7,3624.6,4000,3632.8,3895.6
1553,1834.8,2813.9,2145.4,3447.6,4000,4000,4000
1286.7,2001,2726.8,2813.4,3512.6,4000,3125.4,3303.4
1497.8,2025.7,2520.7,2646.1,4000,4000,4000,3737
1173.7,1419.1,2278.7,2104.4,4000,3876,3812.2,3523.4
1195.5,2118.5,2536.7,3062.7,4000,4000,4000,4000
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
785.9,1197.1,2219.4,1970,4000,3466.2,4000,4000
